HIRE_SEQ,EMP_CO_NO,CO_CLCD,CO_CLCD_NM,CO_NM,BUSINO,REG_LOG_IMG_NM,MAP_COOR_Y,MAP_COOR_X,HOMEPG,CO_INTRO_SUMMARY_CONT,CO_INTRO_CONT,MAIN_BUSI_CONT,REG_DATE,REG_USR,UPD_DATE,UPD_USR,USE_YN
8948,E000024463,00,중소기업,더블유컨셉코리아,2118819183,http://www.work.go.kr/framework/filedownload/getImage.do?filePathName=tqyczLUvysXSEcOVhPgDCuIOwVNcq77Dim9pa6KEdEug%2BECv4gUBen5HQ5Vk0tniGHjavDamLrVugcv2dC2Bd7q6jz9Tp%2Fthj4g%2BymVUX18%3D,37.5193639121001,126.904003292703,https://www.wconcept.co.kr/Etc/Company,디자이너 편집샵,W컨셉은 패션과 아트를 넘어 라이프 스타일 전반에 아우르는 모든 것들을 수용하며 선보이는 크리에이티브 디자이너 편집샵으로 국내 다양한 디자이너들과의 단독 콜라보레이션 컬렉션을 비롯하여 매시즌 마다 W컨셉에서만 만날 수 있는 흥미롭고 감각적인 패션 프로젝트들을 선보이고 있습니다.,,2025-11-05 17:31:15,API_SYNC,2026-06-26 01:10:05,API_SYNC,Y
8949,E000024443,00,중소기업,효성네오켐(국세청오류),3588103604,http://www.work.go.kr/framework/filedownload/getImage.do?filePathName=tqyczLUvysXSEcOVhPgDCsBOet0wj50uVKDmfRi6D5PWteHPxvpZimmD9L%2Bz4RXJDzGHTDDOTb%2FM4TvxZrh1V3iSd0bwKPooDd8mCAVJRfk%3D,37.5006686503978,127.00325723632,https://www.hyosungchemical.com/kr/business/neochem?type1=nf3,기타 기초 무기 화학물질 제조업,"반도체, 디스플레이 기술동향에 따른 소재 Solution 제공반도체 및 디스플레이 고객의 기술로드맵에 따라 선행적으로 소재에 대한 솔루션을 제공하기 위해 연구소, 영업, 생산 조직이 유기적으로 연계하여 기민하게 움직이고 있습니다.다양한 제품 포트폴리오와 안정적인 공급망 구축Global 특수가스 공급 회사로서 다양한 제품을 공급하고 있으며, 생산거점을 다각화하여 안정적인 공급 체계를 구축하고 있습니다.우수한 기술력을 바탕으로 특수소재 소재 개발HYOSUNG Neochem 만의 독자적 기술 개발과 끊임없는 연구를 통해 고순도 NF3를 자체 개발하였고, 20%F2/N2, 중수소(D2), 염소(Cl2), 염화수소(HCl) 등 다양한 특수가스 포트폴리오를 가지고 있습니다.",,2025-11-05 17:31:15,API_SYNC,2026-06-26 01:10:05,API_SYNC,Y
8950,E000024423,00,중소기업,후성코퍼레이션,8818602599,http://www.work.go.kr/framework/filedownload/getImage.do?filePathName=tqyczLUvysXSEcOVhPgDCtEL%2BMIsfniVTIMAz3Y%2Fjr%2BDSrrmpiDXlg38E9bKoyWYLN9lUCPcoqtR%2BSmFLBO8aDeJQo%2BCw%2BSdSdlIHsn06f8%3D,37.3496914356906,127.107352509443,http://www.foosungcorp.com/kr/,글로벌 종합무역상사,"후성코퍼레이션㈜는 1983년 창립부터 산업 기초소재 분야에 집중해 차별화된 경쟁력을 키워 왔습니다.현재는 국내를 넘어 중국, 몽골, 베트남 등 해외공장 및 사무소 설립을 통해 세계 무대를 누비며 고객에게 신뢰받는 글로벌 종합무역상사로 거듭나고 있습니다. 후성코퍼레이션㈜는 지난 40여 년의 역사 동안 쌓아온 다양한 비즈니스 노하우와 정보, 방대한 네트워크 등으로 고객 가치를 만족시키는 전략적인 판매 모델을 제시하고 있습니다.",,2025-11-05 17:31:15,API_SYNC,2026-06-26 01:10:05,API_SYNC,Y
8951,E000024403,00,중소기업,케이티피앤엠,7618103678,http://www.work.go.kr/framework/filedownload/getImage.do?filePathName=tqyczLUvysXSEcOVhPgDCgDES3HkUZ%2BbIlgTP9Lwvh%2F6fooRXacChuTznZlPNylx6C0GGD4eaD%2BegumDl20OG1gQnYu3kZx%2Bj%2BEH73ukMqM%3D,37.4294412873965,126.991735038714,https://ktpowerandmw.co.kr/,KT의 통신 인프라 및 도서통신시설을 유지 관리하는 회사,"kt p&m은 KT의 통신 인프라 및 도서통신시설을 유지 관리하기 위해 2025년 1월에 설립된 KT의 그룹사입니다. kt p&m은 특고압 수배전 전원시설부터 정류기, 축전지, 발전기 뿐만 아니라, 국내 유일의 도서통신시설의 인프라 설계, 운용, 유지보수까지 가능한 전문인력을 보유하고 있습니다.",,2025-11-05 17:31:15,API_SYNC,2026-06-26 01:10:05,API_SYNC,Y
8952,E000024385,00,중소기업,한화라이프랩,1088170207,http://www.work.go.kr/framework/filedownload/getImage.do?filePathName=tqyczLUvysXSEcOVhPgDCpHmCsuntL92Q6%2BfN45sZ%2Bkv7Elaje1JuH4c0p3BY%2BzuuFaDYh4HCYDtbVB3wKd1%2FQGknpjuqh4UTZ%2B8KCHnrFc%3D,37.5642332782202,126.977571839325,http://www.hanwhalifelab.co.kr/,금융서비스 기업,한화라이프랩은 종합보험 상품 판매 및 서비스 전문회사 입니다.1946년 이래 대한민국에서 가장 오랫동안 인생과 금융을 연구한 한화생명의 믿음과 디지털 금융의 도전과 혁신의 선도에 선 한화생명의 전문성으로 철저한 분석을 통해 당신에게 꼭 맞는 최적의 금융서비스를 드립니다.,,2025-11-05 17:31:15,API_SYNC,2026-06-26 01:10:05,API_SYNC,Y
8953,E000024384,30,공공기관,아산시시설관리공단,3128219072,http://www.work.go.kr/framework/filedownload/getImage.do?filePathName=tqyczLUvysXSEcOVhPgDCowG159jqwPxRXN7D4kT83hFIG2dQF3KxBAZvFFUsuWUrTFqRc%2BHCJ2qsR5oV3JTvkQS6S%2B0ZhSoQTNOCjJhXTk%3D,36.7999246293672,126.977207744708,https://www.asanfmc.or.kr/,안전한 공공시설 운영을 통한 시민의 행복지수를 높이는 혁신공기업,"공단은 생활자원처리장, 생태곤충원, 영인산자연휴양림, 공영주차장, 배미수영장 등 시민 생활에 밀접하고 다양한 생활 SOC 시설을 운영하고 있는 아산 유일의 시설관리 전문 공기업입니다.",,2025-11-05 17:31:15,API_SYNC,2026-06-26 01:10:17,API_SYNC,Y
8954,E000024383,40,중견기업,서원유통,2948700310,http://www.work.go.kr/framework/filedownload/getImage.do?filePathName=tqyczLUvysXSEcOVhPgDCuvnMN0IoPg1nzBRF6fQC1qqPFzx38%2FUtXDYWa9SP4TzmHtU4n0UneKGOZof6ffSzpVEVhvMII%2BUcNmZvKqWTps%3D,35.2146981873289,129.005075762399,https://www.seowon.com/,영남지역 향토유통 업체,"늘 가까운 이웃, 실속할인점 탑마트를 운영하고 있는 (주)서원유통은 1981년에 창업주 故이원길 회장이 설립하여 올해 45주년을 맞이한 영남지역 향토유통 업체입니다.""우리동네는 탑마트가 있어서 참 좋다."" 라는 평가를 경영목표로 정하고 부산 22개점, 경남지역 37개점, 경북지역에 11개점, 울산에 6개점 등 총 76개의 직영 슈퍼마켓을 운영하고 있습니다.탑마트는 농·수·축산물 등 신선식품 매출 구성비가 총 매출액의 51% 이상을 차지할 만큼 대한민국 최고의 신선식품 전문 슈퍼마켓입니다.농협 중앙회 산하 전국 110여개의 단위농협, 진주, 김해, 밀양, 청도, 거창, 강원도 등 지방 자치단체와 제주, 완도 등 전국 각지 30여 곳의 포구, 농·수·축산물 특산지 등과 업무 협약을 통해 신선한 농·수·축산물을 밤낮으로 공급받고 있습니다.",,2025-11-05 17:31:15,API_SYNC,2026-06-26 01:10:17,API_SYNC,Y
8955,E000024363,00,중소기업,넥슨스페이스,1448115947,http://www.work.go.kr/framework/filedownload/getImage.do?filePathName=tqyczLUvysXSEcOVhPgDChbK91834ozPIaHVGjN9CeRsigPq%2B6yJCXl7R2oGYcGATVnuyCp54ur8nYn8kPLn68GbDIo%2FqHpuEDjZQCdFo4s%3D,37.4020344323437,127.103466478297,https://www.nexonspace.co.kr/,공간과 가치를 더하는 기업,"넥슨의 모든 공간에 가치를 더합니다.경험이 어우러지는 업무 공간을 기획하고 운영하며, 부동산 자산을 관리합니다.",,2025-11-05 17:31:15,API_SYNC,2026-06-26 01:10:05,API_SYNC,Y
8956,E000024343,00,중소기업,선진햄,1358127696,http://www.work.go.kr/framework/filedownload/getImage.do?filePathName=tqyczLUvysXSEcOVhPgDCsKK3sPP7hRG03BHnxkBMsfXzKQ9ewf%2BBN44YTormxGDv0kbaoiPwnn9yq%2FRK2Tk%2B7dMkI6FAJn88FfY%2Bu2G8Vo%3D,36.9711189914589,127.508478725866,https://www.sunjin.com/,축산식품업,"선진의 시작은 이천의 한 작은 농장이었습니다.직원들의 땀방울이 모이자 건강한 돼지들이 늘어났고, 선진은 돼지를 동네의 가까운 농가로 보내 부업으로 키울 수 있도록 하였습니다.이것이 바로 선진이 처음으로 만든, 작지만 넉넉한 세상이었습니다.선진은 또 다른 풍요로운 세상을 위해 50년의 시간 동안 열정을 다했습니다.국내 최초로 종돈 사업을 시작하여 우리나라 날씨에 적응해 튼튼히 잘 크는 돼지를 만들어내었고, 국내 최초의 브랜드육을 개발하여 밥상 위에 안심하고 내어놓을 수 있는 선진포크한돈을 탄생시켰습니다.그렇게 선진은 ‘최초’의 이야기를 통해 이전에 없던 새로운 길을 열어 나갔습니다.그 발걸음은 앞으로도 계속될 것입니다.ICT 과학기술을 활용한 스마트팜을 통해 여유로운 농장을 만들고, 농장에서 식탁까지 정성으로 관리한 먹거리를 통해 새로운 식문화를 전할 수 있도록 미래의 축산식품업을 선도해나가겠습니다.",,2025-11-05 17:31:15,API_SYNC,2026-06-26 01:10:05,API_SYNC,Y
8957,E000024303,40,중견기업,삼천리이에스,1078610031,http://www.work.go.kr/framework/filedownload/getImage.do?filePathName=tqyczLUvysXSEcOVhPgDCtcvmZs3CZHPGzqz2NrA7%2FiqVhCqcxfJ9C0hiDh2CWh68KagnrMVZv5tREpjvGBeA3RdbNsGMaVcokvBu91RkEE%3D,37.5209430745337,126.925573933011,https://samchullyes.co.kr/,에너지?환경 전문 솔루션 기업,"삼천리ES는 에너지와 환경분야에서 사업개발부터 엔지니어링?구매?시공?운영까지 전방위적인 사업을 영위하는 에너지?환경 전문 솔루션 기업입니다.에너지를 생산, 공급, 소비하는 과정에서 에너지를 효율화하고 폐기물의 재자원화, 친환경에너지 활용 등을 위한 국내 최고 수준의 기술력과 엔지니어링 역량을 바탕으로 국내 최대 연료전지 시공 실적을 보유하는 등 사업을 확장하고 있습니다.",,2025-11-05 17:31:15,API_SYNC,2026-06-26 01:10:17,API_SYNC,Y
8958,E000024284,40,중견기업,빅파이어게임즈,8438703308,http://www.work.go.kr/framework/filedownload/getImage.do?filePathName=tqyczLUvysXSEcOVhPgDCkFogzIazmYKzxPOnMq2Qc5Ho6cCod4VT4J5ZfPi2BW8Ekyh8Kv9edBqvBK%2FNuP0POaYEbwJncGA%2BCyz9dpe78o%3D,37.3993835359518,127.108594068139,https://www.nc.com/,게임 전문 개발 스튜디오,엔씨소프트 산하의 슈팅 게임 전문 개발 스튜디오로 심리스 오픈월드 기반의 시네마틱 택티컬 슈터 게임 '신더시티'를 개발 중입니다.,,2025-11-05 17:31:15,API_SYNC,2026-06-26 01:10:17,API_SYNC,Y
8959,E000024263,40,중견기업,퍼스트스파크게임즈,4728803122,http://www.work.go.kr/framework/filedownload/getImage.do?filePathName=tqyczLUvysXSEcOVhPgDCkwKwyKyD%2FK39GrKhcYiG6Tcc2MVoxB9bTyHdO0Ul%2FqNG5xzcAWCrBQ8bv0aSRejesGbHrErOzsmgd%2BLbqEN0OA%3D,37.3993835359518,127.108594068139,https://firstsparkgames.com/,개발 전문 스튜디오,"퍼스트스파크 게임즈는 완벽한 퀄리티, 최고의 서비스를 전 세계에 제공하는 엔씨소프트 산하의 개발 전문 스튜디오입니다. 현재에 안주하지 않고 더 좋은 게임을 만들기 위해 모였습니다.계속해서 새로운 불씨를 키워 거대한 화염을 만들어 나가겠습니다.",,2025-11-05 17:31:15,API_SYNC,2026-06-26 01:10:17,API_SYNC,Y
8960,E000024243,40,중견기업,엔씨에이아이,4448603744,http://www.work.go.kr/framework/filedownload/getImage.do?filePathName=tqyczLUvysXSEcOVhPgDCtcp7jZ7mPtZ0ROGS6RQdeb%2B0AIWif%2FSNS1Lx7V2dC0JDjSc%2BI5q5VrDPg5aalc4r1aQ6EeE99dWbu24db5cQQQ%3D,37.3993835359518,127.108594068139,https://nc-ai.com/,콘텐츠 창작의 혁신을 선도하는 NC AI,"NC AI는 게임 분야에서 쌓은 기술력을 바탕으로, 콘텐츠 창작의 혁신을 선도하며 글로벌 AI 기업으로 도약하고 있습니다.",,2025-11-05 17:31:15,API_SYNC,2026-06-26 01:10:17,API_SYNC,Y
8961,E000024223,40,중견기업,콜마글로벌,6428702161,http://www.work.go.kr/framework/filedownload/getImage.do?filePathName=tqyczLUvysXSEcOVhPgDCuScwidqW5nTvSKKvx160KPKKAQSB4U5BuusXfZjiHnfK1C7FKLqZB9Z%2FN3LhGpHOUwyMJc7J%2FwPJBLLTLvEc74%3D,37.4550614117921,127.063748882031,https://www.kolmarglobal.com/ko/about/overview/,의학 및 약학 연구개발업,"콜마글로벌은 콜마홀딩스의 자회사로서 혁신적인 건강기능식품, 효과적인 숙취해소제, 프리미엄 화장품 등을 글로벌 시장에 유통하며 콜마그룹의 국제적 확장을 주도하고 있습니다. 당사는 소비자의 다양한 요구를 충족시키고 제품이 현지 문화에 반향을 일으킬 수 있도록 최선을 다하고 있습니다.",,2025-11-05 17:31:15,API_SYNC,2026-06-26 01:10:17,API_SYNC,Y
8962,E000024204,00,중소기업,오씨아이에스이,4018147852,http://www.work.go.kr/framework/filedownload/getImage.do?filePathName=tqyczLUvysXSEcOVhPgDCl5l%2Ft6Yiq34gb%2FOUJfHm0zRqUta4571eTG1MDLFI7B8yXBrgzojltTV3Bucwn3wuV%2Be0ie1zStkNc7ltHRNxx4%3D,35.93731487461,126.566497392312,https://www.ocise.co.kr/,열병합 발전소,새만금산업단지에 전력과 스팀을 공급하는 열병합 발전소입니다.두 기의 열병합 발전시설을 독립적으로 병행 운전하는 방식으로 연중무휴 공급이 가능합니다.,,2025-11-05 17:31:15,API_SYNC,2026-06-26 01:10:05,API_SYNC,Y
8963,E000024203,00,중소기업,두산에이치투이노베이션,5028802235,http://www.work.go.kr/framework/filedownload/getImage.do?filePathName=tqyczLUvysXSEcOVhPgDCmeSgjMHnHnPUEVZNX2qcazz1RNWbyBGyfB8%2BrmTlrPPOoi6ghL6E8R1%2BonDDhejWJMA%2BI1r%2BqD5wPsPWQyXIQA%3D,37.5688849422849,127.008775114213,https://www.doosan.com/kr/intro/affiliates/?menu=doosan-affiliates,수소연료전지 R&D 전문 법인,"두산에이치투이노베이션은 그룹의 수소사업 경쟁력 강화를 위해 수소 생산 및 활용 기술 개발에 집중하고자 신설된 R&D 전문 법인입니다. 그룹 연구개발의 중추로서 여러 타입의 연료전지·수전해 핵심 원천기술을 확보하고 선행 기술개발을 통해 미래 기술경쟁력을 높이며, 기술 융합의 허브 기능을 수행하는데 집중하고 있습니다.",,2025-11-05 17:31:15,API_SYNC,2026-06-26 01:10:05,API_SYNC,Y
8964,E000024183,00,중소기업,에스모듈,1298650824,http://www.work.go.kr/framework/filedownload/getImage.do?filePathName=tqyczLUvysXSEcOVhPgDCgbCnzYPRIFvXHttKpl%2B9Ng%2BLJ9BCjgvP9YW0isZFs%2F69BOnPuutk6dUECgdZD13DxBVEK3obL8D6XwE5qWZqIU%3D,37.5318902489642,126.753238383958,https://s-modul.kr/,광부품 브랜드,"S-MODUL은 광섬유응용 모듈-부품에 대한 개발/생산/OEM생산/글로벌 소싱 능력을 겸비한 광부품 브랜드입니다.2024년 현재 KT 1G 광모듈 통합구매 단독공급, 카카오 40G/100G 광모듈 단독공급 사업자입니다.서울에서 가장 가까운 MPO점퍼코드 제조업체이며 다양한 광부품을 개발/설계/제조하고 있습니다.",,2025-11-05 17:31:15,API_SYNC,2026-06-26 01:10:05,API_SYNC,Y
8965,E000024164,00,중소기업,세아네트웍스,1208110951,http://www.work.go.kr/framework/filedownload/getImage.do?filePathName=tqyczLUvysXSEcOVhPgDCkbo%2F4FBYAJfeWAfzyLdQJb%2FIOFwjE2o%2F1G7%2FBc28kwnfQjwchusQrBjqcBo%2Ff5gF91eEwS0RGXurWy24mnNN7c%3D,37.5515008030203,126.91395024016,https://www.seahnetworks.com/,"종합 엔지니어링, 태양광 발전 기업","종합 엔지니어링 서비스 전문 기업세아네트웍스는 프로젝트의 기획, 설계, 원가관리, 시공 등의 분야에서 뛰어난 역량과 선진화된 프로세스를 적용하여 최상의 엔지니어링 서비스를 제공합니다. 정보통신 관련 하드웨어와 소프트웨어, 보안검색솔루션 등 종합 솔루션을 제공하는 시스템통합(SI)과 방사선원을 이용한 컨테이너검색사업(CIS)뿐만 아니라 철강 플랜트 분야의 독보적인 경험과 기술력을 기반으로 세아그룹의 국·내외 종합건설사업관리 파트너로서 자리매김하고 있습니다.태양광 발전 및 글로벌 ODA 전문 기업태양광 발전(IPP, EPC, O&M 등)의 종합서비스를 제공하여 탄소배출 절감을 통한 신재생 대체에너지 사업을 실현해 다양한 고객들의 가치 창출에 기여하고 있습니다. 아울러 국가 차원의 대외 공적개발원조(ODA) 사업에 참여하여 개발도상국의 인프라 개선 및 경제성장을 지원하고 있습니다.",,2025-11-05 17:31:15,API_SYNC,2026-06-26 01:10:05,API_SYNC,Y
8966,E000024163,00,중소기업,코스맥스펫,5738602572,http://www.work.go.kr/framework/filedownload/getImage.do?filePathName=tqyczLUvysXSEcOVhPgDChDIk2y%2FyApT%2BVmN3Ukkz87KlBvHepijIKdZ4QJg1%2BiFE%2B8cSzilijUnQAZ1qY4rZ%2F1edUNciJxvs%2B1p%2FYIFk6E%3D,36.7741482969627,127.631135591279,https://www.cosmaxpet.com/,반려동물 Health&Beauty의 선도기업,"코스맥스가 가진 연구 및 생산 경쟁력을 바탕으로 반려동물 건강기능식품의 선도기업이 되고자 합니다.코스맥스펫은 모든 반려동물이 건강하고 행복하게 가족과 오래 함께하는 삶을 누리기 위한 펫 건강기능식품과 그루밍 용품의 ONE-STOP SOLUTION 서비스를 제공합니다.고객의 니즈와 시장의 특성을 반영한 1:1 맞춤 서비스를 통해 브랜드 개발에서부터 생산, 완제품 공급에 이르는 모든 과정을 파트너에게 제공합니다.",,2025-11-05 17:31:15,API_SYNC,2026-06-26 01:10:05,API_SYNC,Y
8967,E000024144,30,공공기관,대전청년내일재단,3148213244,http://www.work.go.kr/framework/filedownload/getImage.do?filePathName=tqyczLUvysXSEcOVhPgDCrted5Uczvg9mWh8aXN%2B8Ny2pQClxBWIy%2Fgz171SDt2OziMg0m29JZquJp49CRHaB6Ig2Baa%2FQEi%2Fzj6eapuK3Y%3D,36.3447681010289,127.373050988483,https://www.dhrdf.or.kr/,대전 인재육성 장학재단,"대전의 미래를 이끌어 갈 우수인재 발굴과 체계적 인재육성 사업을 펼치기 위해 2009년 대전인재육성장학재단이 설립하게 되었습니다.인재육성 사업을 확대하여 청년정책을 종합적으로 추진하고자 2023년 8월 대전청년내일재단으로 명칭을 변경하고, 청년의 자립 역량강화와 지역사회 정착을 위한 정책 수행, 인재양성을 위한 장학사업 등을 위한 다양한 사업을 추진하고자 합니다.",,2025-11-05 17:31:15,API_SYNC,2026-06-26 01:10:17,API_SYNC,Y
8968,E000024143,30,공공기관,대전문화재단,3148213467,http://www.work.go.kr/framework/filedownload/getImage.do?filePathName=tqyczLUvysXSEcOVhPgDCvilwVXHEyDEpLjfN4q9ECpLnCutxhk311PiKJ3mKh%2BAQpneE5kyhe%2BpAlOlq6hbc5qGsocseqJiakIOr%2FzwfiM%3D,36.3224534219559,127.416099499833,https://dcaf.or.kr/,대전 문화예술 선도기관,"대전문화재단은 예술과 문화가 대전 시민의 일상 속에 자연스럽게 스며들 수 있도록, 다양한 문화예술 정책과 창의적인 프로그램을 통해 건강한 지역 문화 생태계를 만들어가고 있습니다.지역 예술인들이 역량을 마음껏 펼칠 수 있는 환경을 조성하고, 시민 누구나 일상에서 문화를 향휴할 수 있도록 최선을 다하겠습니다. 또한, 세대와 계층을 넘어 모두가 공감하고 참여할 수 있는 문화의 장을 넓히는 데 앞장서겠습니다.특히, AI와 과학 기반의 혁신 역량을 바탕으로 문화예술의 새로운 가능성을 여는 선도기관으로 도약하고자 합니다. 과학도시 대전의 정체성을 문화와 연결하고, 예술과 기술이 융합하는 창조적 실험을 통해 미래의 문화를 준비하겠습니다.대전은 과학과 예술, 전통과 미래가 공존하는 특별한 도시입니다. 도시의 품격을 높이고, 시민의 자긍심을 키우는 문화예술의 중심에 대전문화재단이 늘 함께하겠습니다.",,2025-11-05 17:31:15,API_SYNC,2026-06-26 01:10:17,API_SYNC,Y
8969,E000024123,00,중소기업,홍천엠앤티,1278622453,http://www.work.go.kr/framework/filedownload/getImage.do?filePathName=tqyczLUvysXSEcOVhPgDCnt2YzWcaqyOLsQZrmWtSNK9eS4ekSb3Es%2FbT2AcyHV8OGSvJOjbe7FjTl7h%2Byvhgg2z9qyA4XwWLEOIcGRkKJQ%3D,37.4795709245086,126.88580065533,https://hcorp.co.kr/,Total Solution을 제공하는 기업,"Total Solution Provider상품기획, 마케팅, 디자인, 유통 및 물류 전반에 이르는 Total Solution을 제공하여 고객사의 브랜드 가치를 최대화합니다.Customized Marketing Solution Creator급변하는 유통환경에 적응할 수 있도록, 중소·중견 기업을 위한 맞춤형 마케팅 솔루션을 제공합니다.Global Sourcing and Merchandising Company전세계 15개국에 이르는 글로벌 네트워크를 활용하여 수출입, 3국간 무역, 해외 현지판매 등 다양한 글로벌 사업을 추진합니다.",,2025-11-05 17:31:15,API_SYNC,2026-06-26 01:10:05,API_SYNC,Y
8970,E000024103,20,공기업,대전관광공사,3148215204,http://www.work.go.kr/framework/filedownload/getImage.do?filePathName=tqyczLUvysXSEcOVhPgDCuznlvr6te09Lq2jQma%2Fbh%2BWPtJ7M1x1%2Bxa9C9Ty5weOP4qsSDLHrxZ%2F5vRyS3wqzHBc5fpqsorkIYQ7QL%2BiPk8%3D,36.3279159828655,127.434094637165,https://www.djto.kr/,"대전의 미래가치를 창조, 실현하는 글로벌마케팅 공기업","대전의 특성과 역사, 문화, 관광 자원 등 무한한 발전 잠재력을 바탕으로 고유의 가치를 창출하여 도시의 이용을 극대화하고 방문객과 투자 유치로 지역 경제 및 문화 활성화에 기여함으로써 대전의 도시경쟁력 확보",,2025-11-05 17:31:15,API_SYNC,2026-06-26 01:10:17,API_SYNC,Y
8971,E000024083,00,중소기업,엘에스이링크,7448602437,http://www.work.go.kr/framework/filedownload/getImage.do?filePathName=tqyczLUvysXSEcOVhPgDCozgASECUxWUvAI77HHwIC0Dbr7Rp2TxQbAlhuQoprCpjHfe7X71IIqIiRctfrqYN5rRwn670HrFCDOYX%2F2zyfU%3D,37.5281759339792,126.96752270323,https://www.lselink.com/,전기 충전 솔루션 기업,LS E-Link는 전기·전력분야의 글로벌 리딩 기업군을 이끌고 있는 ㈜LS와 친환경 에너지 선도기업 ㈜E1이 전기화(Electrification)시대 전기차량(EV) 충전인프라 구축 및 운영서비스를 위해 함께 설립한 회사입니다.,,2025-11-05 17:31:15,API_SYNC,2026-06-26 01:10:05,API_SYNC,Y
8972,E000024064,40,중견기업,인팩이피엠,3038115513,http://www.work.go.kr/framework/filedownload/getImage.do?filePathName=tqyczLUvysXSEcOVhPgDCjd%2BR6iI8G9TghgDD3lxHy6Fh%2F%2FpgKCgET5JiukRWP4j47fqnnfhZAYOuPjHb0Go5OAEd8pPVDgHes0FqmtwN3o%3D,36.9997022358464,127.570664016837,http://www.infac.com:8080/node/164,자동차용 부품 전문 기업,"인팩 이피엠은 자동차 부품 전문 기업을 목표로 1996년 4월 설립되었습니다.지속적인 도전과 혁신으로 자동차 부품 분야의 독보적인 전문성을 구축해 왔으며, 급변하는 모빌리티 산업의 패러다임에 발맞춰 성장의 속도를 높여가고 있습니다.현재는 음성 공장을 중심으로 제천, 수원, 그리고 폴란드 공장을 잇는 글로벌 전략 거점을 운영하고 있습니다. 특히 친환경 모빌리티의 핵심인 배터리 시스템 부품(BMA, BSA) 등 전동화 부품 생산 역량을 집중하여 미래차 시장에 대한 대응력을 강화하고 있으며, 현대·기아를 비롯해 현대모비스, 에이치그린파워, 현대트랜시스 등 글로벌 자동차 모듈사에 핵심 제품을 안정적으로 공급하고 있습니다.이러한 기술력과 고도의 품질 관리를 바탕으로 2023년 '1억 불 수출의 탑'과 2024년 '국무총리 표창'을 수상하며, 글로벌 시장에서 인팩 이피엠만의 차별화된 경쟁력과 공신력을 다시 한번 입증하였습니다.",,2025-11-05 17:31:15,API_SYNC,2026-06-26 01:10:17,API_SYNC,Y
8973,E000024063,40,중견기업,휴스틸,1078111563,http://www.work.go.kr/framework/filedownload/getImage.do?filePathName=tqyczLUvysXSEcOVhPgDCnF7w7pwHpckhMVXPh9Cfsw2JsY7T1EAnvHsp5cLYfOPg2OwvDWyJbTZFGOFzmBAU3x5KJMKR30fLN%2Fps%2BnfhpA%3D,37.5072456831616,127.059248173221,https://www.husteel.com/,강관전문기업,"휴스틸은 지난 1967년 창립 이래 강관전문기업으로써, 산업의 혈관과 기틀을 창조하는 역할을 충실히 해내고 있습니다.특히 당진공장 신증설을 통해 최첨단 조관설비인 FFX-Mill을 국내 최초로 도입하는 등 휴스틸은 강관제조의 전문성과 독창성을 보유하고 있습니다.이제 휴스틸은 최신의 생산설비와 최고 수준의 기술력을 바탕으로 연간 100만톤의 강관생산능력을 가진 세계적인 강관업체가 되었습니다.",,2025-11-05 17:31:15,API_SYNC,2026-06-26 01:10:17,API_SYNC,Y
8974,E000024044,00,중소기업,넥슨유니버스,2838702958,http://www.work.go.kr/framework/filedownload/getImage.do?filePathName=tqyczLUvysXSEcOVhPgDCummAPsz0%2FTqzHZHxY3iNFv88FEDIVZQ1qC3Dx6f5x81qQjBkgrvnq3PhdGRpQRD%2FRrY3nEeknGLq8QrsYACTSM%3D,37.4004114447476,127.10313276874899,https://www.nexonuniverse.io/,게임 회사,"Established in 2022 as a 100% subsidiary of Nexon Korea, Nexon Universe is a team of veterans focusing on expanding",,2025-11-05 17:31:15,API_SYNC,2026-06-26 01:10:05,API_SYNC,Y
8975,E000024043,00,중소기업,우리자산운용,1078187383,http://www.work.go.kr/framework/filedownload/getImage.do?filePathName=tqyczLUvysXSEcOVhPgDCrTGv37Tq4uMn9zeKFkRXhVCCbMIlbFn7D0rYN6P%2BE9BFcKuegp%2Bn6X1qCBHA%2Bh4llFB2YdpszWDSDsG0eYg9r0%3D,37.5251913154781,126.929112756574,https://www.wooriam.kr/,자산운용사,"국내 최고의 채권 운용역량을 주식, 글로벌, 대체자산으로 확대하여 균형 잡힌 투자솔루션을 제공하겠습니다.",,2025-11-05 17:31:15,API_SYNC,2026-06-26 01:10:05,API_SYNC,Y
