BIZRNO,ENT_NM,HDQTR_KOR_ADRS,HDQTR_KOR_DETAIL_ADRS,HDQTR_LEGAL_CD,HOMP_URL
1408137823,(주)제일디자인,경기 광명시 시청로 7 (철산동),507호,4121010200,http://www.jd123.co.kr/
1408137838,(주)옥산석물,"경기 안산시 상록구 예술광장로 35, 201호",,4127310100,
1408138614,(주)대창인터내셔널,경기 시흥시 공단1대로 391,,4139013200,
1408138652,(주)콘스탄텍,,,4141010200,
1408138889,광성건설(주),"경기 시흥시 은계중앙로306번길 55, 403호",,4139010100,
1408139025,에이알시스템(주),"경기 시흥시 경제로 32, 201호",,4139013200,www.arsystem.co.kr
1408139215,(주)신세계이앤씨,"경기 용인시 수지구 풍덕천로139번길 6-5, 6층",,4150025323,
1408139234,(주)작은자리돌봄센터,"경기 시흥시 대은로 16-10, 1층",,4139010100,
1408139312,(주)아이앤티산업,경기 화성시 마도면 청원산단3길 59,,4159033025,http://www.intkorea.net
1408139495,(주)열매마을,경기 광명시 가학로 200,,4121010700,www.rolux.co.kr
1408139535,(주)길산업,"경기 시흥시 옥구천서로93번길 40, 308호",,4139013200,www.gil-ind.com
1408139554,(주)아이티에스,경기 안산시 단원구 성곡로 206,,4127310400,
1408139568,(주)유창알미늄,경기 안산시 단원구 시화로 180,,4127310400,www.ycal.net
1408139821,(주)케이피에스보안시스템,경기 안산시 단원구 다리간2길 82-1,,4127310100,www.kpscctv.co.kr
1408139893,태동금속(주),,,4155033026,
1408139966,(주)테라테크,"경기 시흥시 공단1대로 144 (정왕동, A동 테라테크 外)",,4139013200,www.tt21.co.kr
1408140177,(주)백석산업,"경기 남양주시 퇴계원면 도제원로 93, 2층",,4136037021,
1408140503,(주)지엘케이글로벌,경기 김포시 양촌읍 황금3로7번길 47 (학운리),,4157025626,glkglobal.net
1408140560,주식회사우림펌프테크,,,4139013200,
1408140731,(주)삼영소재금속,"경기 시흥시 마유로70번길 29, 809호",,4139013200,www.sytitan.co.kr
1408140954,씨에이치씨푸드인더스트리즈(주),경기 시흥시 공단2대로 336,,4139013200,
1408141079,티지코리아(주),"경기 시흥시 정왕천로 133, 403호",,4139013200,
1408141986,(주)한빛시스템,경기 시흥시 윗대야2길 10,,4139010100,
1408142078,(주)탑스,경기 안산시 단원구 안산길 54,,4127310300,www.tops2010.net
1408142267,(주)정연메탈,"경기 시흥시 오이도로 21, 722호",,4139013200,
1408143422,(주)지엠이노텍,경기 화성시 마도면 마도공단로2길 46-12,,4159033024,www.gminnotek.com
1408143437,(주)대림오토,경기 시흥시 비둘기공원2길 26,,4139010100,
1408143572,(주)에스지정보산업,"경기 시흥시 옥구천동로 196, 115-1",,4139013200,www.sgrack.com
1408144120,한국고무(주),경기 시흥시 신천로43번길 7,,4139010200,www.korubber.co.kr
1408144552,리더정보통신(주),,,4121010300,
1408144926,(주)다인이엔지,,,4127310600,
1408145018,(주)제니아,경기 화성시 향남읍 서봉로 715-17,,4159025936,www.xeniakorea.co.kr
1408145075,(주)자재그룹엠에이,경기 시흥시 공단1대로322번길 98,,4139013200,
1408145148,(주)현대오피스가구,경기 화성시 팔탄면 밤뒤길42번길 69-7,,4159036026,www.v-gagu.co.kr/
1408145245,(주)동신,경기 시흥시 공단1대로131번길 36,,4139013200,http://dongshin.co
1408145508,(주)내일금속,"경기 시흥시 공단1대로 46, 202-2호",,4139013200,
1408145717,(주)신안스틸,"경기 시흥시 정왕천로 223, 3나 505-1",,4139013200,
1408146074,(주)메가테크,경기 시흥시 시흥대로 1124-1,,4139010200,
1408146109,(주)태연금속,경기 화성시 남양읍 매바위로 552,,4159026223,
1408146133,(주)지오티엔에스,"경기 시흥시 공단1대로379번안길 49, 302호",,4139013200,
1408146360,(주)스마트코리아피씨비,"경기 안산시 단원구 만해로229번길 21, 반월공단",,4127310400,www.koreapcb.com
1408146598,(주)원케미칼,경기 안산시 단원구 별망로 388,,4127310600,www.onechemical.com
1408146695,농업회사법인(주)성신종합유통,경기 안산시 단원구 꽃우물길 86,,4139012600,
1408146749,정한테크(주),경기 안산시 단원구 엠티브이12로21번길 16,,4127310400,www.jhtech.kr
1408146787,(주)더블유더블유알씨코리아,"경기 광명시 일직로 43, 비1407호,비1408호 (일직동,지아이디씨)",,4121010600,
1408146813,농업회사법인(주)광성유통,경기 시흥시 찬우물2길 25-9,,4139010600,
1408147317,(주)동국철강,,,4139013200,
1408147530,(주)피앤피산업 ,,,4148031025,
1408147582,(주)서울메탈,경기 시흥시 봉우순환로3번길 58,,4139013200,
1408147772,(주)와이즈켐,경기 시흥시 경제로 27,,4139013200,
1408147938,(주)에프아이텍,,,4121010400,
1408148000,(주)성우에이텍,"경기 시흥시 공단3대로 187, 1005-1호",,4139013200,http://www.fbmetal.com/
1408148198,(주)유창,경기 시흥시 공단1대로321번길 45,,4139013200,www.yoochang.com
1408148223,(주)엘에스티,,,4139012400,
1408148335,대성스틸(주),"경기 시흥시 경기과기대로 11, 722호",,4139013200,
1408148771,대광오토콤(주),경기 안산시 단원구 신원로 424,,4127310500,
1408148937,(주)영화무역,경기 광명시 금오로 690,,4121010800,
1408149144,(주)정도마이크로,"경기 화성시 향남읍 발안공단로1길 65, 발안일반산업단지 36-19블럭",,4159025926,
1408149203,(주)자경산업,경기 시흥시 금오로 559,,4139011200,
1408149334,유나이티드엔지니어링(주),"경기 시흥시 군자천로185번길 57, 707-2호 (정왕동,시화공단2다)",,4139013200,
1408149538,(주)태현엔지니어링,경기 김포시 양촌읍 황금3로8번길 62,,4157025626,www.taehyuneng.com
1408149557,(주)보령유리,경기 화성시 팔탄면 온천로 49-46,,4159036030,
1408149595,해정수산(주),경기 시흥시 공단1대로196번길 28,,4139013200,www.yedami.co.kr
1408149616,길산에스에스티(주),"경기 시흥시 공단1대로 275, 706-2호",,4139013200,www.gilsan.co.kr
1408149692,디맥이앤지(주),경기 시흥시 공단1대로132번길 47,,4139013200,www.demac.co.kr
1408149727,(주)영신엔지니어링,,,4127310600,
1408149810,(주)월드일렉트릭,경기 안산시 단원구 엠티브이8로 20,,4127310400,worldgijun.com
1408149839,(주)테스트원,"경기 시흥시 엠티브이28로58번길 3, 21동",,4139013200,www.testone.co.kr
1408150243,(주)부동산중개법인우리,,,4139013200,
1408150258,(주)플러스건설,경기 시흥시 봉우재로209번길 38,,4139013200,
1408150767,(주)일두건설,"경기 시흥시 시청로68번길 4, 1층 101호",,4139012900,
1408150772,(주)한성건설산업,"경기 시흥시 다솜마을2길 4, 203호",,4139013200,
1408150786,(주)삼원이엔씨테크,"경기 부천시 소사구 부광로 220, B동 1층 104호 (옥길동,우성테크노파크1 지)",,4119410600,SAMWONENC.CO.KR
1408151053,(주)드림어스,"경기 광명시 하안로 60, C동 811호 812호",,4121010400,
1408151183,(주)대경미트,경기 시흥시 신천로104번길 24,,4139010200,
1408151242,(주)하얀소금,,,4159035021,www.sokum.co.kr
1408151655,(주)그림,"경기 광명시 일직로 43, 13층 씨1304호-1313호",,4121010600,www.iglim.net
1408151669,한테크생활건강(주),"경기 시흥시 서해안로 242, 208호",,4139013200,www.forests.kr
1408151771,(주)제아어학원,"경기 광명시 광덕산로 33 (하안동, 효현빌딩)",경흥빌딩 3층,4121010300,https://blog.naver.com/jeaenglish0612
1408151811,(주)아시아리싸이텍,"경기 시흥시 오이도로 21, 4동 416호",,4139013200,
1408152260,진성농산(주),"경기 시흥시 금오로265번길 6, 1층",,4139011200,
1408152391,제이엠피(주),"경기 화성시 동탄첨단산업1로 27, B동 2440호",,4159013100,
1408152445,(주)지디이,,,4139013200,
1408152692,(주)동광에스씨,"경기 시흥시 신천로100번길 36, 201호",,4139010200,
1408152708,(주)롤포밍,경기 시흥시 소망공원로 189,,4139013200,www.rollformer.co.kr
1408153013,(주)모션디바이스,"경기 오산시 독산성로 425, 849호",,4137011300,www.motion-device.com
1408153347,(주)정진정공,,,4127310700,
1408153444,(주)동광스틸,경기 시흥시 금오로121번길 20,,4139013400,
1408153518,(주)진서푸드,경기 시흥시 새미길 20,,4139012400,
1408153575,대일케미칼(주),경기 시흥시 엠티브이24로 18-1,,4139013200,
1408153691,(주)대신에프에스,경기 광명시 범안로 645-2,,4121010500,
1408153750,(주)대유테크,"경기 시흥시 경기과기대로 219, 612호",,4139013200,
1408153804,(주)마이테크,"경기 시흥시 소망공원로 306, 302호",,4139013200,
1408153819,(주)스페스,"경기 시흥시 은행로 86, 305호",,4139010600,
1408153949,제3글라스(주),경기 시흥시 군자로 296-1,,4139012700,
1408153954,메탈스타(주),"경기 안산시 단원구 번영로44번길 45, 405호",,4127310400,
1408154079,대진정밀공업(주),,,4139011300,
1408154287,케이피엔티(주),경기 시흥시 옥구천서로185번길 20,,4139013200,http://kpnt2011.co.kr
1408154292,(주)스카이비,경기 시흥시 서해안로 81-30,,4139013200,
1408154424,(주)삼신기계,경기 화성시 마도면 청원산단2길 87 (청원리),,4159033025,www.samshinmc.com
1408154477,썸밑테크,경기도 시흥시,,4139013200,
1408155350,(주)스타폴리머,"경기 시흥시 산기대학로 237, 431동 433호 (정왕동,스마트허브산학융합본부산학융합관)",,4139013200,www.starpolymer.co.kr
1408155461,수정스틸산업(주),"경기 시흥시 공단2대로 144, 201-1호",,4139013200,
1408155893,(주)유림산업,"경기 시흥시 마유로92번길 44, 215호",,4139013200,
1408156096,프로켐(주),"경기 시흥시 대은로4번길 3, 3층",,4139010600,
1408156140,(주)피앤에스메탈,경기 시흥시 금화로 641-4,,4139011000,
1408156193,건양테크(주),,,4127310400,
1408156285,(주)부원산업,경기 화성시 서신면 해운로458번길 70-29,,4159035027,
1408156456,(주)천일,"경기 시흥시 경기과기대로 36, 312호",,4139013200,www.ichunil.com
1408156567,(주)에이씨이,,,4139013200,
1408156892,(주)광명은빛마을금빛가게,,,4121010300,
1408157061,(주)여산카파텍,경기 안산시 단원구 첨단로 657,,4127310700,
1408157187,(주)링크텍,"경기 광명시 새빛공원로 67, 에이1403호,에이1404호 (일직동,광명역자이타워)",,4121010600,
1408157251,(주)다올정밀,경기 시흥시 마유로20번길 21,,4139013200,http://daall2004.co.kr
1408157305,(주)가온텔레콤,경기 시흥시 군자로 520,,4139012700,
1408157339,(주)하이테코,경기 시흥시 엠티브이24로 27,,4139013200,
1408157343,코닉스(주),경기 화성시 정남면 서봉로 935-9,,4159041027,
1408157533,(주)그린익스프레스파크,경기 시흥시 서울외곽순환고속도로 105,,4139012400,
1408157571,대림수전(주),경기 시흥시 협력로 83,,4139013200,
1408157886,천수산(주),경기 시흥시 동서로 702,,4139012100,
1408157998,(주)조이,"경기 시흥시 마유로70번길 53, 710호 (정왕동,시화공단3마)",,4139013200,
1408158212,(주)장원메탈,경기 시흥시 황고개로 289,,4139012800,
1408158925,(주)이호푸드,경기 시흥시 옥구천서로81번길 8,,4139013200,www.ehofd.com
1408158930,(주)대동티에스,"경기 시흥시 서해안로78번길 30 (정왕동, (주)대동티에스)",,4139013200,
1408159166,(주)대천텍스타일,경기 안산시 단원구 신안산대학로 29,,4127310700,
1408159211,(주)테크윈,"경기 시흥시 은계남길 40 (은행동, 제네스트)",401호,4139010600,
1408159263,(주)티에이치메탈,경기 시흥시 봉우재로209번길 70-14,,4139013200,
1408159337,(주)엠엔씨텍,경기 안산시 단원구 목내로122번길 43,,4127310600,www.mnctech.kr/main
1408159375,(주)큐원웰푸드,"경기 시흥시 새미길 32-7, (주)큐원웰푸드",,4139012400,
1408159545,(주)보고텍,경기도 화성시,,4159013600,
1408159564,주신건기(주),"경기 화성시 팔탄면 밤뒤길 114-21, 2층 일부",,4159036026,
1408159583,(주)서진에이엘,"경기 시흥시 엠티브이북로 27, 에이동 3동,4동",,4139013200,
1408159638,(주)플라믹스,경기 화성시 송산면 송산산단길 133,,4159034032,www.plamix.com
1408159735,대상시너스(주),경기 화성시 정남면 보통내길55번길 20-56,,4159041023,
1408159768,(주)선진이노텍,"경기 시흥시 마유로132번길 73 (정왕동, (주)선진이노텍)",,4139013200,www.sjshoppingbag.com
1408159773,영재산업(주),"경기 시흥시 정왕천로 177, 2층",,4139013200,
1408159827,(주)이엔에스코리아,"경기 시흥시 서해안로 242, 409호, 408-2호, 403호",,4139013200,www.ens-korea.co.kr
1408160116,(주)큐브원,"경기 시흥시 서울대학로264번길 35, 430호, 431호",,4139013500,www.cubeone.net
1408160227,(주)우리엔지니어링,"경기 시흥시 경기과기대로 113, 726호",,4139013200,www.woorieng.co.kr
1408160402,(주)드림에스티,"경기 안산시 단원구 목내로122번길 38, 에이동 )",,4127310600,
1408160440,(주)지엘이,경기 시흥시 공단2대로140번길 36,,4139013200,www.gles.co.kr
1408160488,(주)삼원철강,경기 시흥시 금오로292번길 4,,4139011200,
1408160590,(주)주원텍,"경기 시흥시 마유로118번길 55, 712호",,4139013200,
1408160630,엠에이치케이(주),"경기 성남시 분당구 돌마로 80, 720호 (구미동,현대벤처빌오피스텔)",,4113511400,
1408160703,(주)테스토닉,"경기 안산시 단원구 산단로35번길 110 (목내동, (주)윈텍피앤이)",,4127310600,www.testonic.co.kr
1408160907,(주)오목물류,경기 광명시 사들로 45-9,,4121010500,
1408161191,(주)태성사,,,4121010500,
1408161304,(주)신화플러스,경기 파주시 조리읍 명봉산로 207,,4148026224,
1408161342,(주)대건엔지니어링,경기 시흥시 신천로44번안길 23,,4139010200,http://daegeon.net
1408161361,동영기계(주),경기 시흥시 금오로292번길 38,,4139011200,
1408161416,(주)케이피아,"경기 시흥시 공단1대로 244, 17동 221호",,4139013200,
1408161468,(주)대한에스앤티,경기 안산시 단원구 성곡로146번길 10,,4127310400,
1408161508,(주)대한스틸,경기 안산시 단원구 만해로 157,,4127310300,
1408161605,(주)은성메탈,,,4139013200,
1408162002,(주)다인모듈,경기 화성시 우정읍 궁평항로 106-20,,4159025630,
1408162109,(주)에이치브이엠,경기 안산시 단원구 엠티브이5로 47,,4127310600,www.hvm.co.kr
1408162166,(주)티스틸,경기 김포시 통진읍 고정로 290-32 (귀전리),,4157025027,
1408162337,(주)와이앤케이산업,경기 화성시 서신면 궁평항로 1671-12,,4159035029,
1408162400,(주)빛나에스티,경기 안산시 단원구 별망로 299,,4127310400,www.bnsts.com
1408162545,진흥지엔티(주),,,4139010200,
1408162619,이니그마(주),,,4113111500,
1408163049,세유특강(주),"경기 시흥시 시화벤처로199번길 14 (정왕동,시화엠티브이단지 2사 301호)",,4139013200,www.seyusteel.com
1408163068,(주)모니터리,"경기 시흥시 희망공원로 83, 202호",,4139013200,www.monitorlee.com
1408163296,신한시스템밸브(주),경기 시흥시 마산로 206,,4139012400,www.shsv.co.kr/
1408163336,(주)알앤디코리아,"경기 광명시 하안로 60, B동 309호",,4121010300,www.rndkorea.co.kr
1408163471,(주)인정시스템,경기 시흥시 봉우재로175번길 33,,4139013200,
1408163506,두산공작기계서부판매(주),"경기 시흥시 시화벤처로 6-19, 7동 17,18호",,4139013200,www.doosanmtron.com
